501626123	INSTITUTOS PÚBLICOS	HOSPITAL DO ARCEBISPO JOÃO CRISÓSTOMO - CANTANHEDE		
501510150	INSTITUTOS PÚBLICOS	HOSPITAL DR. FRANCISCO ZAGALO - OVAR	17-02-1983	
501613021	INSTITUTOS PÚBLICOS	HOSPITAL JOSÉ LUCIANO DE CASTRO - ANADIA		
502185767	INSTITUTOS PÚBLICOS	ICAT - INSTITUTO DE CIÊNCIA APLICADA E TECNOLOGIA DA FCUL	18/05/1989	
503863351	INSTITUTOS PÚBLICOS	IJC - INSTITUTO JURÍDICO DA COMUNICAÇÃO	30-09-1996	
502776463	INSTITUTOS PÚBLICOS	IMAR-INSTITUTO DO MAR		
600037002	INSTITUTOS PÚBLICOS	INFARMED - AUTORIDADE NACIONAL DO MEDICAMENTO E PRODUTOS DE SAÚDE	07-10-1993	
502833530	INSTITUTOS PÚBLICOS	INSTITUTO CAMÕES. I.P.	15-07-1992	30/06/13
501171592	INSTITUTOS PÚBLICOS	INSTITUTO DA CONSERVAÇÃO DA NATUREZA E DA BIODIVERSIDADE	30-09-1975	
510342647	INSTITUTOS PÚBLICOS	INSTITUTO DA CONSERVAÇÃO DA NATUREZA E DAS FLORESTAS, I.P.		
508195446	INSTITUTOS PÚBLICOS	INSTITUTO DA MOBILIDADE E DOS TRANSPORTES TERRESTRES, I.P.	02-05-2007	
500746427	INSTITUTOS PÚBLICOS	INSTITUTO DE ACÇÃO SOCIAL DAS FORÇAS ARMADAS - IASFA	31-12-1958	
600028356	INSTITUTOS PÚBLICOS	INSTITUTO DE ANTROPOLOGIA DR MENDES CORREIA	14-10-1926	
501373357	INSTITUTOS PÚBLICOS	INSTITUTO DE APOIO ÀS PEQUENAS E MÉDIAS EMPRESAS E Á INOVAÇÃO - IAPMEI	25-10-1988	
501404180	INSTITUTOS PÚBLICOS	INSTITUTO DE CIÊNCIA E TECNOLOGIA DE MATERIAIS	09-03-1983	
506101347	INSTITUTOS PÚBLICOS	INSTITUTO DE CIÊNCIAS SOCIAIS	10-02-1982	
600083853	INSTITUTOS PÚBLICOS	INSTITUTO DE EDUCAÇÃO DA UNIVERSIDADE DE LISBOA		
502849711	INSTITUTOS PÚBLICOS	INSTITUTO DE ESTUDOS REGIONAIS E URBANOS DA UNIVERSIDADE DE COIMBRA	24-06-1992	
508136644	INSTITUTOS PÚBLICOS	INSTITUTO DE FINANCIAMENTO DA AGRICULTURA E PESCAS (IFAP, I.P.)	29-03-2007	
508955645	INSTITUTOS PÚBLICOS	INSTITUTO DE GEOGRAFIA E ORDENAMENTO DO TERRITÓRIO		
504987682	INSTITUTOS PÚBLICOS	INSTITUTO DE GESTÃO DO FUNDO SOCIAL EUROPEU	22-03-2000	
505587815	INSTITUTOS PÚBLICOS	INSTITUTO DE GESTÃO FINANCEIRA E DE INFRA-ESTRUTURAS DA JUSTIÇA, IP	11-05-2001	31/12/12
510361242	INSTITUTOS PÚBLICOS	INSTITUTO DE GESTÃO FINANCEIRA E EQUIPAMENTOS DA JUSTIÇA, I.P.		
508269776	INSTITUTOS PÚBLICOS	INSTITUTO DE INFRA-ESTRUTURAS RODOVIARIAS, I.P.	16-11-2007	
600018687	INSTITUTOS PÚBLICOS	INSTITUTO DE INVESTIGAÇÃO CIENTÍFICA TROPICAL	01-01-2006	
600012239	INSTITUTOS PÚBLICOS	INSTITUTO DE METEOROLOGIA		01/04/12
504289616	INSTITUTOS PÚBLICOS	INSTITUTO DO CINEMA, AUDIOVISUAL E MULTIMÉDIA	21-12-1998	
506626466	INSTITUTOS PÚBLICOS	INSTITUTO DO DESPORTO DE PORTUGAL (IDP)	17-04-2003	31/12/12
501442600	INSTITUTOS PÚBLICOS	INSTITUTO DO EMPREGO E FORMAÇÃO PROFISSIONAL	29-12-1979	
508200237	INSTITUTOS PÚBLICOS	INSTITUTO DOS MUSEUS E DA CONSERVACAO, I.P.	29-03-2007	
508144663	INSTITUTOS PÚBLICOS	INSTITUTO FINANCEIRO PARA O DESENVOLVIMENTO REGIONAL, I.P.	27-04-2007	
501353542	INSTITUTOS PÚBLICOS	INSTITUTO NACIONAL DE ADMINISTRAÇÃO - INA	01-01-2007	31/12/12
501356126	INSTITUTOS PÚBLICOS	INSTITUTO NACIONAL DE EMERGÊNCIA MÉDICA - INEM	03-08-1981	
510345271	INSTITUTOS PÚBLICOS	INSTITUTO NACIONAL DE INVESTIGAÇÃO AGRÁRIA E VETERINÁRIA, I.P.		
508203970	INSTITUTOS PÚBLICOS	INSTITUTO NACIONAL DE MEDICINA LEGAL, I.P.	27-04-2007	
508275784	INSTITUTOS PÚBLICOS	INSTITUTO NACIONAL DE RECURSOS BIOLOGICOS, I.P.	27-10-2006	
501427511	INSTITUTOS PÚBLICOS	INSTITUTO NACIONAL DE SAÚDE DR. RICARDO JORGE	27-09-1971	
600000052	INSTITUTOS PÚBLICOS	INSTITUTO OFTALMOLÓGICO DR. GAMA PINTO	11-05-1929	
600023265	INSTITUTOS PÚBLICOS	INSTITUTO POLITÉCNICO DA GUARDA	16-08-1980	
680038671	INSTITUTOS PÚBLICOS	INSTITUTO POLITÉCNICO DE BEJA		
600013758	INSTITUTOS PÚBLICOS	INSTITUTO POLITÉCNICO DE BRAGANÇA	26-12-1979	
504152980	INSTITUTOS PÚBLICOS	INSTITUTO POLITÉCNICO DE CASTELO BRANCO	26-12-1979	
600027350	INSTITUTOS PÚBLICOS	INSTITUTO POLITÉCNICO DE COIMBRA	26-12-1979	
506971244	INSTITUTOS PÚBLICOS	INSTITUTO POLITÉCNICO DE LEIRIA	19-04-2004	
508519713	INSTITUTOS PÚBLICOS	INSTITUTO POLITÉCNICO DE LISBOA	05-09-1990	
600028348	INSTITUTOS PÚBLICOS	INSTITUTO POLITÉCNICO DE PORTALEGRE	16-08-1980	
501403906	INSTITUTOS PÚBLICOS	INSTITUTO POLITÉCNICO DE SANTARÉM	26-12-1979	
503720364	INSTITUTOS PÚBLICOS	INSTITUTO POLITÉCNICO DE SETÚBAL	03-02-1995	
503767549	INSTITUTOS PÚBLICOS	INSTITUTO POLITÉCNICO DE TOMAR	17-07-1996	
503761877	INSTITUTOS PÚBLICOS	INSTITUTO POLITÉCNICO DE VIANA DO CASTELO	16-08-1980	
680033548	INSTITUTOS PÚBLICOS	INSTITUTO POLITÉCNICO DE VISEU	26-12-1979	
503494933	INSTITUTOS PÚBLICOS	INSTITUTO POLITÉCNICO DO CÁVADO E DO AVE	19-12-1994	
503606251	INSTITUTOS PÚBLICOS	INSTITUTO POLITÉCNICO DO PORTO	29-11-1995	
